sentence,cryptocurrency,span_start,span_stop
SGN is my sentence that contains a cryptocurrency.,signals-network,0,3
This is Oyster Shell sentence that contains a cryptocurrency.,oyster-shell,8,20
This is SHL sentence that contains a cryptocurrency.,oyster-shell,8,11
This is my sentence FundRequest contains a cryptocurrency.,fundrequest,20,31
This is my sentence FND contains a cryptocurrency.,fundrequest,20,23
Datarius Credit is my sentence that contains a cryptocurrency.,datarius-credit,0,15
DTRC is my sentence that contains a cryptocurrency.,datarius-credit,0,4
This is my Colu Local Network that contains a cryptocurrency.,colu-local-network,11,29
This is my CLN that contains a cryptocurrency.,colu-local-network,11,14
This is HeroNode sentence that contains a cryptocurrency.,heronode,8,16
This is HER sentence that contains a cryptocurrency.,heronode,8,11
This is my Hero that contains a cryptocurrency.,hero,11,15
This is my HERO that contains a cryptocurrency.,hero,11,15
This is my sentence that Tokia a cryptocurrency.,tokia,25,30
This is my sentence that TKA a cryptocurrency.,tokia,25,28
This is my sentence Callisto Network contains a cryptocurrency.,callisto-network,20,36
This is my sentence CLO contains a cryptocurrency.,callisto-network,20,23
This is my sentence that Unibright a cryptocurrency.,unibright,25,34
This is my sentence that UBT a cryptocurrency.,unibright,25,28
This is my sentence Patron contains a cryptocurrency.,patron,20,26
This is my sentence PAT contains a cryptocurrency.,patron,20,23
This is my sentence that Libra Credit a cryptocurrency.,libra-credit,25,37
This is my sentence that LBA a cryptocurrency.,libra-credit,25,28
This Local World Forwarders my sentence that contains a cryptocurrency.,local-world-forwarders,5,27
This LWF my sentence that contains a cryptocurrency.,local-world-forwarders,5,8
This Open Platform my sentence that contains a cryptocurrency.,open-platform,5,18
This OPEN my sentence that contains a cryptocurrency.,open-platform,5,9
This Morpheus Network my sentence that contains a cryptocurrency.,morpheus-network,5,21
This MORPH my sentence that contains a cryptocurrency.,morpheus-network,5,10
This is my sentence Silent Notary contains a cryptocurrency.,silent-notary,20,33
This is my sentence SNTR contains a cryptocurrency.,silent-notary,20,24
This XYO Network my sentence that contains a cryptocurrency.,xyo-network,5,16
This XYO my sentence that contains a cryptocurrency.,xyo-network,5,8
This is my sentence that Cryptaur a cryptocurrency.,cryptaur,25,33
This is my sentence that CPT a cryptocurrency.,cryptaur,25,28
This is my sentence that contains APIS cryptocurrency.,apis,34,38
This is my sentence that contains APIS cryptocurrency.,apis,34,38
This is Fabric Token sentence that contains a cryptocurrency.,fabric-token,8,20
This is FT sentence that contains a cryptocurrency.,fabric-token,8,10
This is my sentence that contains a Rhenium,rhenium,36,43
This is my sentence that contains a XRH,rhenium,36,39
This is my sentence that contains a Cazcoin,cazcoin,36,43
This is my sentence that contains a CAZ,cazcoin,36,39
This is RED sentence that contains a cryptocurrency.,red,8,11
This is RED sentence that contains a cryptocurrency.,red,8,11
This Digitex Futures my sentence that contains a cryptocurrency.,digitex-futures,5,20
This DGTX my sentence that contains a cryptocurrency.,digitex-futures,5,9
GINcoin is my sentence that contains a cryptocurrency.,gincoin,0,7
GIN is my sentence that contains a cryptocurrency.,gincoin,0,3
This is my sentence that contains a Invacio,invacio,36,43
This is my sentence that contains a INV,invacio,36,39
This is my Faceter that contains a cryptocurrency.,faceter,11,18
This is my FACE that contains a cryptocurrency.,faceter,11,15
This is my sentence that contains Travala cryptocurrency.,travala,34,41
This is my sentence that contains AVA cryptocurrency.,travala,34,37
This is my sentence that contains IoTeX cryptocurrency.,iotex,34,39
This is my sentence that contains IOTX cryptocurrency.,iotex,34,38
This is Eximchain sentence that contains a cryptocurrency.,eximchain,8,17
This is EXC sentence that contains a cryptocurrency.,eximchain,8,11
This is my sentence that contains a Level Up Coin,level-up,36,49
This is my sentence that contains a LUC,level-up,36,39
This is my sentence that contains a NKN,nkn,36,39
This is my sentence that contains a NKN,nkn,36,39
This Naviaddress my sentence that contains a cryptocurrency.,naviaddress,5,16
This NAVI my sentence that contains a cryptocurrency.,naviaddress,5,9
This is my ZIP that contains a cryptocurrency.,zip,11,14
This is my ZIP that contains a cryptocurrency.,zip,11,14
This is my sentence that contains Phantasma cryptocurrency.,phantasma,34,43
This is my sentence that contains SOUL cryptocurrency.,phantasma,34,38
This is my sentence that contains SPINDLE cryptocurrency.,spindle,34,41
This is my sentence that contains SPD cryptocurrency.,spindle,34,37
This is my sentence that contains REPO cryptocurrency.,repo,34,38
This is my sentence that contains REPO cryptocurrency.,repo,34,38
This Seele my sentence that contains a cryptocurrency.,seele,5,10
This SEELE my sentence that contains a cryptocurrency.,seele,5,10
This is my sentence EJOY contains a cryptocurrency.,ejoy,20,24
This is my sentence EJOY contains a cryptocurrency.,ejoy,20,24
This is my sentence that Ivy a cryptocurrency.,ivy,25,28
This is my sentence that IVY a cryptocurrency.,ivy,25,28
This is my sentence that contains ContractNet cryptocurrency.,contractnet,34,45
This is my sentence that contains CNET cryptocurrency.,contractnet,34,38
This is my sentence Endor Protocol contains a cryptocurrency.,endor-protocol,20,34
This is my sentence EDR contains a cryptocurrency.,endor-protocol,20,23
This is my sentence that contains a Bigbom,bigbom,36,42
This is my sentence that contains a BBO,bigbom,36,39
0xBitcoin is my sentence that contains a cryptocurrency.,0xbtc,0,9
0xBTC is my sentence that contains a cryptocurrency.,0xbtc,0,5
This is my sentence that contains a PCHAIN,pchain,36,42
This is my sentence that contains a PAI,pchain,36,39
This QuarkChain my sentence that contains a cryptocurrency.,quarkchain,5,15
This QKC my sentence that contains a cryptocurrency.,quarkchain,5,8
This LoyalCoin my sentence that contains a cryptocurrency.,loyalcoin,5,14
This LYL my sentence that contains a cryptocurrency.,loyalcoin,5,8
This is my sentence that contains Bankera cryptocurrency.,bankera,34,41
This is my sentence that contains BNK cryptocurrency.,bankera,34,37
This Ether Zero my sentence that contains a cryptocurrency.,ether-zero,5,15
This ETZ my sentence that contains a cryptocurrency.,ether-zero,5,8
This Shivom my sentence that contains a cryptocurrency.,shivom,5,11
This OMX my sentence that contains a cryptocurrency.,shivom,5,8
This is my sentence that contains a MediBloc [ERC20],medx,36,52
This is my sentence that contains a MEDX,medx,36,40
This FuturoCoin my sentence that contains a cryptocurrency.,futurocoin,5,15
This FTO my sentence that contains a cryptocurrency.,futurocoin,5,8
This is my sentence that The Abyss a cryptocurrency.,the-abyss,25,34
This is my sentence that ABYSS a cryptocurrency.,the-abyss,25,30
This is my sentence that contains Paymon cryptocurrency.,paymon,34,40
This is my sentence that contains PMNT cryptocurrency.,paymon,34,38
This is my sentence that contains a Hurify,hurify,36,42
This is my sentence that contains a HUR,hurify,36,39
TRAXIA is my sentence that contains a cryptocurrency.,traxia,0,6
TMT is my sentence that contains a cryptocurrency.,traxia,0,3
This is my sentence Engine contains a cryptocurrency.,engine,20,26
This is my sentence EGCC contains a cryptocurrency.,engine,20,24
This is my sentence that contains a MIRQ,mirq,36,40
This is my sentence that contains a MRQ,mirq,36,39
This is my PikcioChain that contains a cryptocurrency.,pikciochain,11,22
This is my PKC that contains a cryptocurrency.,pikciochain,11,14
This is CashBet Coin sentence that contains a cryptocurrency.,cashbet-coin,8,20
This is CBC sentence that contains a cryptocurrency.,cashbet-coin,8,11
This is my sentence that CEEK VR a cryptocurrency.,ceek-vr,25,32
This is my sentence that CEEK a cryptocurrency.,ceek-vr,25,29
This is my SalPay that contains a cryptocurrency.,salpay,11,17
This is my SAL that contains a cryptocurrency.,salpay,11,14
Couchain is my sentence that contains a cryptocurrency.,couchain,0,8
COU is my sentence that contains a cryptocurrency.,couchain,0,3
XMax is my sentence that contains a cryptocurrency.,xmax,0,4
XMX is my sentence that contains a cryptocurrency.,xmax,0,3
GoChain is my sentence that contains a cryptocurrency.,gochain,0,7
GO is my sentence that contains a cryptocurrency.,gochain,0,2
This is my sentence that Smartshare a cryptocurrency.,smartshare,25,35
This is my sentence that SSP a cryptocurrency.,smartshare,25,28
Sentinel Protocol is my sentence that contains a cryptocurrency.,sentinel-protocol,0,17
UPP is my sentence that contains a cryptocurrency.,sentinel-protocol,0,3
This Bittwatt my sentence that contains a cryptocurrency.,bittwatt,5,13
This BWT my sentence that contains a cryptocurrency.,bittwatt,5,8
This is my Constellation that contains a cryptocurrency.,constellation,11,24
This is my DAG that contains a cryptocurrency.,constellation,11,14
This is my sentence that contains Merculet cryptocurrency.,merculet,34,42
This is my sentence that contains MVP cryptocurrency.,merculet,34,37
This is my sentence that contains FantasyGold cryptocurrency.,fantasygold,34,45
This is my sentence that contains FGC cryptocurrency.,fantasygold,34,37
This is my sentence EnergiToken contains a cryptocurrency.,energitoken,20,31
This is my sentence ETK contains a cryptocurrency.,energitoken,20,23
This is my sentence Metronome contains a cryptocurrency.,metronome,20,29
This is my sentence MET contains a cryptocurrency.,metronome,20,23
This is Aurora sentence that contains a cryptocurrency.,aurora,8,14
This is AOA sentence that contains a cryptocurrency.,aurora,8,11
This is my sentence ALAX contains a cryptocurrency.,alax,20,24
This is my sentence ALX contains a cryptocurrency.,alax,20,23
This Ternio my sentence that contains a cryptocurrency.,ternio,5,11
This TERN my sentence that contains a cryptocurrency.,ternio,5,9
This is my sentence Bodhi [ETH] contains a cryptocurrency.,bodhi-eth,20,31
This is my sentence BOE contains a cryptocurrency.,bodhi-eth,20,23
This is my sentence that contains a DigiFinexToken,digifinextoken,36,50
This is my sentence that contains a DFT,digifinextoken,36,39
This Origin Sport my sentence that contains a cryptocurrency.,origin-sport,5,17
This ORS my sentence that contains a cryptocurrency.,origin-sport,5,8
This Rate3 my sentence that contains a cryptocurrency.,rate3,5,10
This RTE my sentence that contains a cryptocurrency.,rate3,5,8
This is Distributed Credit Chain sentence that contains a cryptocurrency.,distributed-credit-chain,8,32
This is DCC sentence that contains a cryptocurrency.,distributed-credit-chain,8,11
This is my sentence that contains 0chain cryptocurrency.,0chain,34,40
This is my sentence that contains ZCN cryptocurrency.,0chain,34,37
This is my sentence that ZINC a cryptocurrency.,zinc,25,29
This is my sentence that ZINC a cryptocurrency.,zinc,25,29
This is Forty Seven Bank sentence that contains a cryptocurrency.,forty-seven-bank,8,24
This is FSBT sentence that contains a cryptocurrency.,forty-seven-bank,8,12
This is my sentence that contains Egretia cryptocurrency.,egretia,34,41
This is my sentence that contains EGT cryptocurrency.,egretia,34,37
This is my sentence that contains TaTaTu cryptocurrency.,tatatu,34,40
This is my sentence that contains TTU cryptocurrency.,tatatu,34,37
This is my Dorado that contains a cryptocurrency.,dorado,11,17
This is my DOR that contains a cryptocurrency.,dorado,11,14
This is my sentence CarBlock contains a cryptocurrency.,carblock,20,28
This is my sentence CAR contains a cryptocurrency.,carblock,20,23
This is my sentence that contains Bob's Repair cryptocurrency.,bobs-repair,34,46
This is my sentence that contains BOB cryptocurrency.,bobs-repair,34,37
KanadeCoin is my sentence that contains a cryptocurrency.,kanadecoin,0,10
KNDC is my sentence that contains a cryptocurrency.,kanadecoin,0,4
This is my sentence Cardstack contains a cryptocurrency.,cardstack,20,29
This is my sentence CARD contains a cryptocurrency.,cardstack,20,24
This Wowbit my sentence that contains a cryptocurrency.,wowbit,5,11
This WWB my sentence that contains a cryptocurrency.,wowbit,5,8
This On.Live my sentence that contains a cryptocurrency.,on-live,5,12
This ONL my sentence that contains a cryptocurrency.,on-live,5,8
OTCBTC Token is my sentence that contains a cryptocurrency.,otcbtc-token,0,12
OTB is my sentence that contains a cryptocurrency.,otcbtc-token,0,3
This is my sentence that contains a Coni,coni,36,40
This is my sentence that contains a CONI,coni,36,40
This is my sentence that contains Mainframe cryptocurrency.,mainframe,34,43
